movieId_,title,genres,movie_description
536,"Simple Twist of Fate, A (1994)",Drama,Hello World!
537,Sirens (1994),Drama,Hello World!
538,Six Degrees of Separation (1993),Drama,Hello World!
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,Hello World!
540,Sliver (1993),Thriller,Hello World!
541,Blade Runner (1982),Action|Sci-Fi|Thriller,Hello World!
542,Son in Law (1993),Comedy|Drama|Romance,Hello World!
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,Hello World!
544,Striking Distance (1993),Action|Crime,Hello World!
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,Hello World!
547,Surviving the Game (1994),Action|Adventure|Thriller,Hello World!
548,Terminal Velocity (1994),Action|Mystery|Thriller,Hello World!
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,Hello World!
550,Threesome (1994),Comedy|Romance,Hello World!
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,Hello World!
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,Hello World!
553,Tombstone (1993),Action|Drama|Western,Hello World!
555,True Romance (1993),Crime|Thriller,Hello World!
556,"War Room, The (1993)",Documentary,Hello World!
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,Hello World!
562,Welcome to the Dollhouse (1995),Comedy|Drama,Hello World!
563,Germinal (1993),Drama|Romance,Hello World!
564,Chasers (1994),Comedy,Hello World!
567,Kika (1993),Comedy|Drama,Hello World!
568,Bhaji on the Beach (1993),Comedy|Drama,Hello World!
569,Little Big League (1994),Comedy|Drama,Hello World!
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,Hello World!
574,Spanking the Monkey (1994),Comedy|Drama,Hello World!
575,"Little Rascals, The (1994)",Children|Comedy,Hello World!
577,Andre (1994),Adventure|Children|Drama,Hello World!
579,"Escort, The (Scorta, La) (1993)",Crime|Thriller,Hello World!
580,Princess Caraboo (1994),Drama,Hello World!
581,"Celluloid Closet, The (1995)",Documentary,Hello World!
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,Hello World!
585,"Brady Bunch Movie, The (1995)",Comedy,Hello World!
586,Home Alone (1990),Children|Comedy,Hello World!
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,Hello World!
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,Hello World!
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,Hello World!
590,Dances with Wolves (1990),Adventure|Drama|Western,Hello World!
592,Batman (1989),Action|Crime|Thriller,Hello World!
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,Hello World!
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,Hello World!
597,Pretty Woman (1990),Comedy|Romance,Hello World!
600,Love and a .45 (1994),Action|Comedy|Crime,Hello World!
602,"Great Day in Harlem, A (1994)",Documentary,Hello World!
605,One Fine Day (1996),Drama|Romance,Hello World!
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,Hello World!
608,Fargo (1996),Comedy|Crime|Drama|Thriller,Hello World!
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,Hello World!
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,Hello World!
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,Hello World!
612,"Pallbearer, The (1996)",Comedy,Hello World!
613,Jane Eyre (1996),Drama|Romance,Hello World!
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,Hello World!
618,Two Much (1995),Comedy|Romance,Hello World!
619,Ed (1996),Comedy,Hello World!
626,"Thin Line Between Love and Hate, A (1996)",Comedy,Hello World!
627,"Last Supper, The (1995)",Drama|Thriller,Hello World!
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,Hello World!
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,Hello World!
632,Land and Freedom (Tierra y libertad) (1995),Drama|War,Hello World!
633,Denise Calls Up (1995),Comedy,Hello World!
634,Theodore Rex (1995),Comedy,Hello World!
635,"Family Thing, A (1996)",Comedy|Drama,Hello World!
636,Frisk (1995),Drama,Hello World!
637,Sgt. Bilko (1996),Comedy,Hello World!
638,Jack and Sarah (1995),Romance,Hello World!
639,Girl 6 (1996),Comedy|Drama,Hello World!
640,Diabolique (1996),Drama|Thriller,Hello World!
645,Nelly & Monsieur Arnaud (1995),Drama,Hello World!
647,Courage Under Fire (1996),Action|Crime|Drama|War,Hello World!
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,Hello World!
649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,Hello World!
650,Moll Flanders (1996),Drama,Hello World!
653,Dragonheart (1996),Action|Adventure|Fantasy,Hello World!
656,Eddie (1996),Comedy,Hello World!
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,Hello World!
662,Fear (1996),Thriller,Hello World!
663,Kids in the Hall: Brain Candy (1996),Comedy,Hello World!
665,Underground (1995),Comedy|Drama|War,Hello World!
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,Hello World!
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,Hello World!
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,Hello World!
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,Hello World!
679,"Run of the Country, The (1995)",Drama,Hello World!
685,It's My Party (1996),Drama,Hello World!
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,Hello World!
691,Mrs. Winterbourne (1996),Comedy|Romance,Hello World!
692,Solo (1996),Action|Sci-Fi|Thriller,Hello World!
694,"Substitute, The (1996)",Action|Crime|Drama,Hello World!
695,True Crime (1996),Mystery|Thriller,Hello World!
697,Feeling Minnesota (1996),Drama|Romance,Hello World!
698,Delta of Venus (1995),Drama,Hello World!
700,Angus (1995),Comedy,Hello World!
703,Boys (1996),Drama,Hello World!
704,"Quest, The (1996)",Action|Adventure,Hello World!
706,Sunset Park (1996),Drama,Hello World!
707,Mulholland Falls (1996),Crime|Drama|Thriller,Hello World!
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,Hello World!
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,Hello World!
710,Celtic Pride (1996),Comedy,Hello World!
711,Flipper (1996),Adventure|Children,Hello World!
714,Dead Man (1995),Drama|Mystery|Western,Hello World!
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,Hello World!
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,Hello World!
719,Multiplicity (1996),Comedy,Hello World!
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,Hello World!
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,Hello World!
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,Hello World!
725,"Great White Hype, The (1996)",Comedy,Hello World!
726,Last Dance (1996),Drama,Hello World!
728,Cold Comfort Farm (1995),Comedy,Hello World!
731,Heaven's Prisoners (1996),Crime|Thriller,Hello World!
733,"Rock, The (1996)",Action|Adventure|Thriller,Hello World!
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,Hello World!
736,Twister (1996),Action|Adventure|Romance|Thriller,Hello World!
737,Barb Wire (1996),Action|Sci-Fi,Hello World!
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,Hello World!
742,Thinner (1996),Horror|Thriller,Hello World!
743,Spy Hard (1996),Comedy,Hello World!
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,Hello World!
747,"Stupids, The (1996)",Comedy,Hello World!
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,Hello World!
757,Ashes of Time (Dung che sai duk) (1994),Drama,Hello World!
759,Maya Lin: A Strong Clear Vision (1994),Documentary,Hello World!
760,Stalingrad (1993),Drama|War,Hello World!
761,"Phantom, The (1996)",Action|Adventure,Hello World!
762,Striptease (1996),Comedy|Crime,Hello World!
764,Heavy (1995),Drama|Romance,Hello World!
765,Jack (1996),Comedy|Drama,Hello World!
766,I Shot Andy Warhol (1996),Drama,Hello World!
778,Trainspotting (1996),Comedy|Crime|Drama,Hello World!
779,'Til There Was You (1997),Drama|Romance,Hello World!
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,Hello World!
781,Stealing Beauty (1996),Drama,Hello World!
782,"Fan, The (1996)",Drama|Thriller,Hello World!
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,Hello World!
784,"Cable Guy, The (1996)",Comedy|Thriller,Hello World!
785,Kingpin (1996),Comedy,Hello World!
786,Eraser (1996),Action|Drama|Thriller,Hello World!
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,Hello World!
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama,Hello World!
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary,Hello World!
795,Somebody to Love (1994),Drama,Hello World!
798,Daylight (1996),Action|Adventure|Drama|Thriller,Hello World!
799,"Frighteners, The (1996)",Comedy|Horror|Thriller,Hello World!
800,Lone Star (1996),Drama|Mystery|Western,Hello World!
801,Harriet the Spy (1996),Children|Comedy,Hello World!
802,Phenomenon (1996),Drama|Romance,Hello World!
803,Walking and Talking (1996),Comedy|Drama|Romance,Hello World!
804,She's the One (1996),Comedy|Romance,Hello World!
805,"Time to Kill, A (1996)",Drama|Thriller,Hello World!
806,American Buffalo (1996),Crime|Drama,Hello World!
808,Alaska (1996),Adventure|Children,Hello World!
809,Fled (1996),Action|Adventure,Hello World!
810,Kazaam (1996),Children|Comedy|Fantasy,Hello World!
813,Larger Than Life (1996),Comedy,Hello World!
818,"Very Brady Sequel, A (1996)",Comedy,Hello World!
824,Kaspar Hauser (1993),Drama|Mystery,Hello World!
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,Hello World!
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,Hello World!
830,"First Wives Club, The (1996)",Comedy,Hello World!
832,Ransom (1996),Crime|Thriller,Hello World!
833,High School High (1996),Comedy,Hello World!
835,Foxfire (1996),Drama,Hello World!
836,Chain Reaction (1996),Action|Adventure|Thriller,Hello World!
837,Matilda (1996),Children|Comedy|Fantasy,Hello World!
838,Emma (1996),Comedy|Drama|Romance,Hello World!
839,"Crow: City of Angels, The (1996)",Action|Thriller,Hello World!
840,House Arrest (1996),Children|Comedy,Hello World!
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,Hello World!
848,"Spitfire Grill, The (1996)",Drama,Hello World!
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,Hello World!
851,Basquiat (1996),Drama,Hello World!
852,Tin Cup (1996),Comedy|Drama|Romance,Hello World!
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,Hello World!
866,Bound (1996),Crime|Drama|Romance|Thriller,Hello World!
867,Carpool (1996),Comedy|Crime,Hello World!
869,Kansas City (1996),Crime|Drama|Musical|Thriller,Hello World!
870,Gone Fishin' (1997),Comedy,Hello World!
875,Nothing to Lose (1994),Action|Crime|Drama,Hello World!
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,Hello World!
879,"Relic, The (1997)",Horror|Thriller,Hello World!
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,Hello World!
881,First Kid (1996),Children|Comedy,Hello World!
882,"Trigger Effect, The (1996)",Drama|Thriller,Hello World!
885,Bogus (1996),Children|Drama|Fantasy,Hello World!
886,Bulletproof (1996),Action|Comedy|Crime,Hello World!
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical,Hello World!
889,1-900 (06) (1994),Drama|Romance,Hello World!
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,Hello World!
892,Twelfth Night (1996),Comedy|Drama|Romance,Hello World!
893,Mother Night (1996),Drama,Hello World!
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,Hello World!
921,My Favorite Year (1982),Comedy,Hello World!
979,Nothing Personal (1995),Drama|War,Hello World!
981,Dangerous Ground (1997),Drama,Hello World!
984,"Pompatus of Love, The (1996)",Comedy|Drama,Hello World!
986,Fly Away Home (1996),Adventure|Children,Hello World!
987,Bliss (1997),Drama|Romance,Hello World!
988,Grace of My Heart (1996),Comedy|Drama,Hello World!
990,Maximum Risk (1996),Action|Adventure|Thriller,Hello World!
991,Michael Collins (1996),Drama,Hello World!
993,Infinity (1996),Drama,Hello World!
994,Big Night (1996),Comedy|Drama,Hello World!
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,Hello World!
998,Set It Off (1996),Action|Crime,Hello World!
999,2 Days in the Valley (1996),Crime|Film-Noir,Hello World!
1003,Extreme Measures (1996),Drama|Thriller,Hello World!
1004,"Glimmer Man, The (1996)",Action|Thriller,Hello World!
1005,D3: The Mighty Ducks (1996),Children|Comedy,Hello World!
1006,"Chamber, The (1996)",Drama,Hello World!
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,Hello World!
1020,Cool Runnings (1993),Comedy,Hello World!
1021,Angels in the Outfield (1994),Children|Comedy,Hello World!
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,Hello World!
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,Hello World!
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,Hello World!
1036,Die Hard (1988),Action|Crime|Thriller,Hello World!
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,Hello World!
1040,"Secret Agent, The (1996)",Drama,Hello World!
1041,Secrets & Lies (1996),Drama,Hello World!
1042,That Thing You Do! (1996),Comedy|Drama,Hello World!
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,Hello World!
1046,Beautiful Thing (1996),Drama|Romance,Hello World!
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,Hello World!
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,Hello World!
1050,Looking for Richard (1996),Documentary|Drama,Hello World!
1051,Trees Lounge (1996),Drama,Hello World!
1053,Normal Life (1996),Crime|Drama|Romance,Hello World!
1054,Get on the Bus (1996),Drama,Hello World!
1055,Shadow Conspiracy (1997),Thriller,Hello World!
1056,Jude (1996),Drama,Hello World!
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,Hello World!
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,Hello World!
1060,Swingers (1996),Comedy|Drama,Hello World!
1061,Sleepers (1996),Thriller,Hello World!
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,Hello World!
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,Hello World!
1081,Victor/Victoria (1982),Comedy|Musical|Romance,Hello World!
1088,Dirty Dancing (1987),Drama|Musical|Romance,Hello World!
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,Hello World!
1090,Platoon (1986),Drama|War,Hello World!
1091,Weekend at Bernie's (1989),Comedy,Hello World!
1092,Basic Instinct (1992),Crime|Mystery|Thriller,Hello World!
1093,"Doors, The (1991)",Drama,Hello World!
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,Hello World!
1095,Glengarry Glen Ross (1992),Drama,Hello World!
1096,Sophie's Choice (1982),Drama,Hello World!
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,Hello World!
1100,Days of Thunder (1990),Action|Drama|Romance,Hello World!
1101,Top Gun (1986),Action|Romance,Hello World!
1105,Children of the Corn IV: The Gathering (1996),Horror,Hello World!
1107,Loser (1991),Comedy,Hello World!
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,Hello World!
1112,Palookaville (1996),Action|Comedy|Drama,Hello World!
1114,"Funeral, The (1996)",Crime|Drama,Hello World!
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,Hello World!
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,Hello World!
1119,Drunks (1995),Drama,Hello World!
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,Hello World!
1121,Glory Daze (1995),Drama,Hello World!
1123,"Perfect Candidate, A (1996)",Documentary,Hello World!
1124,On Golden Pond (1981),Drama,Hello World!
1126,Drop Dead Fred (1991),Comedy|Fantasy,Hello World!
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,Hello World!
1128,"Fog, The (1980)",Horror,Hello World!
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,Hello World!
1130,"Howling, The (1980)",Horror|Mystery,Hello World!
1131,Jean de Florette (1986),Drama|Mystery,Hello World!
1132,Manon of the Spring (Manon des sources) (1986),Drama,Hello World!
1135,Private Benjamin (1980),Comedy,Hello World!
1137,Hustler White (1996),Romance,Hello World!
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,Hello World!
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,Hello World!
1147,When We Were Kings (1996),Documentary,Hello World!
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,Hello World!
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,Hello World!
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,Hello World!
1163,Mina Tannenbaum (1994),Drama,Hello World!
1167,Dear God (1996),Comedy,Hello World!
1170,Best of the Best 3: No Turning Back (1995),Action,Hello World!
1171,Bob Roberts (1992),Comedy,Hello World!
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,Hello World!
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,Hello World!
1175,Delicatessen (1991),Comedy|Drama|Romance,Hello World!
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,Hello World!
1177,Enchanted April (1992),Drama|Romance,Hello World!
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,Hello World!
1180,Hear My Song (1991),Comedy,Hello World!
1183,"English Patient, The (1996)",Drama|Romance|War,Hello World!
